Date of Occurrence,Time of Occurrence,City,Crime Description,Victim Age,Victim Gender,Crime Domain
2022-09-04,01:13,Nagpur,CYBERCRIME,79,X,Other Crime
2022-09-04,07:14,Mumbai,HOMICIDE,32,M,Other Crime
2022-09-04,00:54,Ahmedabad,SEXUAL ASSAULT,29,M,Violent Crime
2022-09-04,10:31,Surat,SEXUAL ASSAULT,59,M,Violent Crime
2022-09-04,08:31,Mumbai,CYBERCRIME,70,X,Other Crime
2022-09-04,05:27,Patna,SEXUAL ASSAULT,16,M,Violent Crime
2022-09-04,08:34,Kolkata,ROBBERY,40,F,Violent Crime
2022-09-04,08:01,Delhi,BURGLARY,64,X,Other Crime
2022-09-04,07:20,Mumbai,SEXUAL ASSAULT,26,X,Violent Crime
2022-09-04,23:11,Ghaziabad,KIDNAPPING,24,X,Other Crime
2022-09-04,12:08,Ahmedabad,ASSAULT,31,F,Violent Crime
2022-09-04,15:23,Bangalore,ROBBERY,73,F,Violent Crime
2022-09-04,22:41,Delhi,BURGLARY,57,M,Other Crime
2022-10-04,09:18,Delhi,DRUG OFFENSE,25,F,Other Crime
2022-10-04,18:03,Hyderabad,CYBERCRIME,22,F,Other Crime
2022-10-04,21:39,Mumbai,ROBBERY,29,M,Violent Crime
2022-10-04,14:56,Nagpur,DRUG OFFENSE,36,F,Other Crime
2022-10-04,11:06,Mumbai,KIDNAPPING,41,X,Other Crime
2022-10-04,12:04,Chennai,CYBERCRIME,61,F,Other Crime
2022-10-04,11:35,Indore,HOMICIDE,55,X,Other Crime
2022-10-04,17:57,Nashik,VEHICLE - STOLEN,35,M,Violent Crime
2022-10-04,02:03,Rajkot,VEHICLE - STOLEN,36,F,Violent Crime
2022-10-04,04:13,Nagpur,HOMICIDE,56,X,Other Crime
2022-10-04,18:27,Nagpur,DRUG OFFENSE,43,M,Other Crime
2022-10-04,08:57,Indore,VEHICLE - STOLEN,63,X,Violent Crime
2022-10-04,09:03,Bangalore,SEXUAL ASSAULT,57,X,Violent Crime
2022-10-04,20:48,Hyderabad,BURGLARY,35,M,Other Crime
2022-10-04,12:30,Bangalore,ROBBERY,74,M,Violent Crime
2022-11-04,14:07,Bangalore,ASSAULT,12,F,Violent Crime
2022-11-04,09:24,Delhi,DRUG OFFENSE,13,M,Other Crime
2022-11-04,16:32,Nagpur,DRUG OFFENSE,63,F,Other Crime
2022-11-04,07:38,Delhi,KIDNAPPING,57,M,Other Crime
2022-11-04,11:22,Bangalore,ASSAULT,22,F,Violent Crime
2022-11-04,19:25,Pune,KIDNAPPING,27,M,Other Crime
2022-11-04,21:25,Bangalore,KIDNAPPING,71,F,Other Crime
2022-11-04,16:40,Mumbai,BURGLARY,55,M,Other Crime
2022-11-04,14:56,Patna,CYBERCRIME,74,X,Other Crime
2022-11-04,03:36,Bangalore,DRUG OFFENSE,21,X,Other Crime
2022-11-04,04:34,Nagpur,DOMESTIC VIOLENCE,41,X,Violent Crime
2022-11-04,23:59,Ahmedabad,BURGLARY,58,M,Other Crime
2022-12-04,06:55,Ahmedabad,SEXUAL ASSAULT,17,X,Violent Crime
2022-12-04,19:55,Lucknow,SEXUAL ASSAULT,53,X,Violent Crime
2022-12-04,23:40,Patna,SEXUAL ASSAULT,15,F,Violent Crime
2022-12-04,03:30,Nagpur,CYBERCRIME,72,F,Other Crime
2022-12-04,10:04,Surat,ROBBERY,67,X,Violent Crime
2022-12-04,03:35,Delhi,VEHICLE - STOLEN,55,X,Violent Crime
2022-12-04,00:50,Meerut,CYBERCRIME,33,X,Other Crime
2022-12-04,08:49,Pune,ROBBERY,29,F,Violent Crime
2022-12-04,04:51,Mumbai,DOMESTIC VIOLENCE,48,F,Violent Crime
2022-12-04,09:31,Delhi,DOMESTIC VIOLENCE,12,F,Violent Crime
2022-12-04,21:04,Bangalore,ROBBERY,76,F,Violent Crime
2022-01-05,23:08,Mumbai,VEHICLE - STOLEN,14,F,Violent Crime
2022-01-05,09:46,Pune,HOMICIDE,16,M,Other Crime
2022-01-05,21:57,Vasai,HOMICIDE,15,M,Other Crime
2022-01-05,13:42,Bangalore,HOMICIDE,34,X,Other Crime
2022-01-05,05:20,Nagpur,VEHICLE - STOLEN,65,X,Violent Crime
2022-01-05,15:19,Delhi,ASSAULT,79,F,Violent Crime
2022-01-05,20:01,Delhi,BURGLARY,79,M,Other Crime
2022-01-05,04:45,Indore,ASSAULT,71,M,Violent Crime
2022-01-05,08:29,Bangalore,CYBERCRIME,39,M,Other Crime
2022-01-05,20:20,Pune,ROBBERY,35,X,Violent Crime
2022-01-05,15:50,Kanpur,VEHICLE - STOLEN,35,X,Violent Crime
2022-01-05,11:41,Mumbai,BURGLARY,20,F,Other Crime
2022-01-05,20:00,Delhi,KIDNAPPING,29,F,Other Crime
2022-02-05,05:07,Kolkata,HOMICIDE,33,M,Other Crime
2022-02-05,05:23,Delhi,ASSAULT,61,F,Violent Crime
2022-02-05,19:21,Kolkata,DOMESTIC VIOLENCE,48,X,Violent Crime
2022-02-05,12:16,Faridabad,SEXUAL ASSAULT,43,M,Violent Crime
2022-02-05,22:56,Pune,DRUG OFFENSE,57,F,Other Crime
2022-02-05,19:51,Delhi,DOMESTIC VIOLENCE,54,X,Violent Crime
2022-02-05,11:21,Bangalore,KIDNAPPING,15,X,Other Crime
2022-02-05,08:28,Thane,ROBBERY,65,X,Violent Crime
2022-02-05,09:13,Delhi,HOMICIDE,53,M,Other Crime
2022-02-05,11:14,Mumbai,BURGLARY,31,F,Other Crime
2022-02-05,12:03,Chennai,DOMESTIC VIOLENCE,35,F,Violent Crime
2022-02-05,10:32,Meerut,KIDNAPPING,28,M,Other Crime
2022-02-05,18:28,Lucknow,HOMICIDE,18,X,Other Crime
2022-03-05,22:03,Kolkata,VEHICLE - STOLEN,35,F,Violent Crime
2022-03-05,17:45,Chennai,DRUG OFFENSE,64,M,Other Crime
2022-03-05,18:57,Mumbai,HOMICIDE,41,M,Other Crime
2022-03-05,15:11,Delhi,ROBBERY,26,F,Violent Crime
2022-03-05,18:30,Mumbai,SEXUAL ASSAULT,64,M,Violent Crime
2022-03-05,21:05,Mumbai,SEXUAL ASSAULT,55,F,Violent Crime
2022-03-05,14:24,Kolkata,DRUG OFFENSE,29,M,Other Crime
2022-03-05,13:38,Visakhapatnam,DOMESTIC VIOLENCE,27,M,Violent Crime
2022-03-05,14:30,Delhi,BURGLARY,51,X,Other Crime
2022-03-05,17:14,Ahmedabad,DRUG OFFENSE,18,X,Other Crime
2022-03-05,05:00,Ahmedabad,SEXUAL ASSAULT,48,F,Violent Crime
2022-04-05,05:49,Kanpur,DOMESTIC VIOLENCE,29,F,Violent Crime
2022-04-05,06:37,Rajkot,VEHICLE - STOLEN,12,X,Violent Crime
2022-04-05,20:58,Kolkata,CYBERCRIME,63,M,Other Crime
2022-04-05,17:22,Pune,CYBERCRIME,51,X,Other Crime
2022-04-05,03:54,Hyderabad,BURGLARY,51,F,Other Crime
2022-04-05,09:28,Delhi,DRUG OFFENSE,47,M,Other Crime
2022-04-05,09:02,Faridabad,KIDNAPPING,23,X,Other Crime
2022-04-05,16:02,Delhi,ASSAULT,66,F,Violent Crime
2022-04-05,18:55,Nagpur,ROBBERY,50,M,Violent Crime
2022-04-05,19:54,Vasai,BURGLARY,78,X,Other Crime
2022-04-05,05:51,Delhi,BURGLARY,25,X,Other Crime
2022-04-05,22:01,Kalyan,HOMICIDE,76,X,Other Crime
2022-05-05,09:48,Mumbai,ROBBERY,51,F,Violent Crime
2022-05-05,03:44,Delhi,VEHICLE - STOLEN,50,X,Violent Crime
2022-05-05,15:40,Bangalore,KIDNAPPING,42,M,Other Crime
2022-05-05,07:04,Delhi,KIDNAPPING,28,M,Other Crime
2022-05-05,01:11,Hyderabad,DRUG OFFENSE,56,X,Other Crime
2022-05-05,06:27,Pune,HOMICIDE,64,X,Other Crime
2022-05-05,14:42,Patna,SEXUAL ASSAULT,31,X,Violent Crime
2022-05-05,10:25,Visakhapatnam,KIDNAPPING,42,X,Other Crime
2022-05-05,03:44,Pune,DOMESTIC VIOLENCE,27,X,Violent Crime
2022-06-05,06:23,Bhopal,DRUG OFFENSE,75,X,Other Crime
2022-06-05,13:20,Pune,BURGLARY,32,X,Other Crime
2022-06-05,21:22,Mumbai,VEHICLE - STOLEN,30,F,Violent Crime
2022-06-05,21:56,Mumbai,BURGLARY,41,F,Other Crime
2022-06-05,06:02,Bangalore,BURGLARY,56,X,Other Crime
2022-06-05,11:38,Hyderabad,DOMESTIC VIOLENCE,48,F,Violent Crime
2022-06-05,22:50,Delhi,DRUG OFFENSE,44,M,Other Crime
2022-06-05,12:33,Kanpur,SEXUAL ASSAULT,23,X,Violent Crime
2022-07-05,01:02,Indore,HOMICIDE,67,F,Other Crime
2022-07-05,09:17,Kanpur,DRUG OFFENSE,75,M,Other Crime
2022-07-05,02:14,Delhi,DOMESTIC VIOLENCE,35,X,Violent Crime
2022-07-05,02:22,Ahmedabad,DRUG OFFENSE,38,F,Other Crime
2022-07-05,15:19,Mumbai,KIDNAPPING,58,M,Other Crime
2022-07-05,00:06,Patna,KIDNAPPING,76,X,Other Crime
2022-07-05,10:17,Patna,DRUG OFFENSE,69,F,Other Crime
2022-07-05,03:44,Hyderabad,HOMICIDE,54,F,Other Crime
2022-07-05,06:31,Hyderabad,KIDNAPPING,34,F,Other Crime
2022-07-05,13:27,Delhi,DRUG OFFENSE,73,X,Other Crime
2022-07-05,08:20,Hyderabad,VEHICLE - STOLEN,73,M,Violent Crime
2022-07-05,00:06,Mumbai,ASSAULT,24,M,Violent Crime
2022-07-05,21:46,Kolkata,ASSAULT,18,F,Violent Crime
2022-08-05,19:01,Patna,CYBERCRIME,78,F,Other Crime
2022-08-05,23:20,Pune,VEHICLE - STOLEN,66,M,Violent Crime
2022-08-05,10:56,Pune,HOMICIDE,13,M,Other Crime
2022-08-05,09:46,Chennai,ROBBERY,66,X,Violent Crime
2022-08-05,09:31,Hyderabad,DRUG OFFENSE,63,X,Other Crime
2022-08-05,15:40,Ludhiana,SEXUAL ASSAULT,21,X,Violent Crime
2022-08-05,21:22,Delhi,DOMESTIC VIOLENCE,35,F,Violent Crime
2022-08-05,12:46,Kalyan,KIDNAPPING,78,X,Other Crime
2022-08-05,09:35,Vasai,HOMICIDE,15,F,Other Crime
2022-08-05,16:43,Delhi,KIDNAPPING,24,X,Other Crime
2022-08-05,06:22,Kanpur,KIDNAPPING,48,F,Other Crime
2022-08-05,07:44,Hyderabad,BURGLARY,19,M,Other Crime
2022-08-05,03:14,Bangalore,DOMESTIC VIOLENCE,11,M,Violent Crime
2022-09-05,00:44,Patna,HOMICIDE,40,X,Other Crime
2022-09-05,08:00,Delhi,BURGLARY,79,M,Other Crime
2022-09-05,09:25,Delhi,ASSAULT,33,X,Violent Crime
2022-09-05,09:47,Delhi,DOMESTIC VIOLENCE,79,X,Violent Crime
2022-09-05,15:00,Kolkata,BURGLARY,24,F,Other Crime
2022-09-05,14:12,Delhi,CYBERCRIME,75,X,Other Crime
2022-09-05,14:03,Kanpur,KIDNAPPING,54,M,Other Crime
2022-09-05,17:19,Delhi,CYBERCRIME,69,X,Other Crime
2022-09-05,12:10,Mumbai,KIDNAPPING,10,X,Other Crime
2022-09-05,16:05,Surat,DOMESTIC VIOLENCE,45,F,Violent Crime
2022-09-05,23:22,Nagpur,CYBERCRIME,78,F,Other Crime
2022-10-05,06:52,Bangalore,BURGLARY,26,F,Other Crime
2022-10-05,21:26,Mumbai,KIDNAPPING,35,F,Other Crime
2022-10-05,09:29,Nashik,ASSAULT,43,M,Violent Crime
2022-10-05,22:42,Bangalore,SEXUAL ASSAULT,23,X,Violent Crime
2022-10-05,23:53,Kolkata,SEXUAL ASSAULT,30,F,Violent Crime
2022-10-05,14:06,Ghaziabad,BURGLARY,37,F,Other Crime
2022-10-05,13:57,Mumbai,BURGLARY,29,F,Other Crime
2022-10-05,04:18,Surat,ROBBERY,35,X,Violent Crime
2022-10-05,07:42,Kanpur,HOMICIDE,15,M,Other Crime
2022-10-05,07:45,Delhi,DOMESTIC VIOLENCE,50,F,Violent Crime
2022-10-05,11:58,Delhi,VEHICLE - STOLEN,21,M,Violent Crime
2022-11-05,16:49,Bangalore,VEHICLE - STOLEN,36,M,Violent Crime
2022-11-05,12:49,Delhi,CYBERCRIME,77,X,Other Crime
2022-11-05,15:00,Rajkot,VEHICLE - STOLEN,63,X,Violent Crime
2022-11-05,16:17,Hyderabad,VEHICLE - STOLEN,42,F,Violent Crime
2022-11-05,13:37,Kolkata,BURGLARY,67,F,Other Crime
2022-11-05,03:16,Bangalore,ASSAULT,57,F,Violent Crime
2022-11-05,21:13,Bangalore,ROBBERY,56,F,Violent Crime
2022-11-05,00:30,Hyderabad,KIDNAPPING,51,M,Other Crime
2022-11-05,22:14,Kolkata,BURGLARY,70,X,Other Crime
2022-11-05,00:21,Kolkata,BURGLARY,48,F,Other Crime
2022-11-05,11:56,Thane,ROBBERY,78,X,Violent Crime
2022-12-05,18:58,Kolkata,BURGLARY,21,M,Other Crime
2022-12-05,15:58,Agra,ASSAULT,19,F,Violent Crime
2022-12-05,21:13,Ahmedabad,KIDNAPPING,17,X,Other Crime
2022-12-05,07:49,Pune,DOMESTIC VIOLENCE,20,X,Violent Crime
2022-12-05,10:08,Hyderabad,VEHICLE - STOLEN,16,M,Violent Crime
2022-12-05,18:45,Jaipur,KIDNAPPING,20,M,Other Crime
2022-12-05,13:38,Agra,BURGLARY,50,F,Other Crime
2022-12-05,06:44,Hyderabad,DOMESTIC VIOLENCE,50,X,Violent Crime
2022-12-05,15:42,Jaipur,SEXUAL ASSAULT,57,M,Violent Crime
2022-12-05,17:50,Chennai,DOMESTIC VIOLENCE,51,M,Violent Crime
2022-12-05,12:56,Ludhiana,CYBERCRIME,78,X,Other Crime
2022-12-05,01:51,Visakhapatnam,CYBERCRIME,30,F,Other Crime
2022-12-05,14:14,Jaipur,BURGLARY,73,M,Other Crime
2022-12-05,14:57,Delhi,HOMICIDE,23,X,Other Crime
2022-12-05,18:06,Delhi,DRUG OFFENSE,11,M,Other Crime
2022-01-06,14:34,Delhi,KIDNAPPING,51,X,Other Crime
2022-01-06,03:30,Bangalore,SEXUAL ASSAULT,22,F,Violent Crime
2022-01-06,23:24,Rajkot,BURGLARY,70,F,Other Crime
2022-01-06,11:03,Kalyan,BURGLARY,60,F,Other Crime
2022-01-06,19:36,Hyderabad,ASSAULT,56,X,Violent Crime
2022-01-06,12:12,Delhi,HOMICIDE,76,X,Other Crime
2022-01-06,13:13,Delhi,BURGLARY,57,M,Other Crime
2022-01-06,00:46,Hyderabad,KIDNAPPING,59,M,Other Crime
2022-01-06,03:26,Mumbai,CYBERCRIME,40,F,Other Crime
2022-02-06,05:39,Bangalore,VEHICLE - STOLEN,54,X,Violent Crime
2022-02-06,14:53,Pune,DOMESTIC VIOLENCE,77,M,Violent Crime
2022-02-06,14:25,Vasai,ROBBERY,22,X,Violent Crime
2022-02-06,10:45,Chennai,HOMICIDE,60,X,Other Crime
2022-02-06,01:17,Mumbai,ROBBERY,59,F,Violent Crime
2022-02-06,19:29,Delhi,DOMESTIC VIOLENCE,16,X,Violent Crime
2022-02-06,05:14,Ahmedabad,DRUG OFFENSE,57,F,Other Crime
2022-02-06,07:11,Thane,DRUG OFFENSE,62,F,Other Crime
2022-02-06,00:49,Chennai,DOMESTIC VIOLENCE,40,X,Violent Crime
2022-02-06,06:07,Bangalore,ASSAULT,15,F,Violent Crime
2022-02-06,05:08,Kolkata,CYBERCRIME,67,M,Other Crime
2022-03-06,05:15,Bangalore,KIDNAPPING,45,F,Other Crime
2022-03-06,17:56,Delhi,CYBERCRIME,29,X,Other Crime
2022-03-06,22:41,Hyderabad,HOMICIDE,56,X,Other Crime
2022-03-06,16:52,Chennai,KIDNAPPING,46,M,Other Crime
2022-03-06,15:34,Mumbai,ASSAULT,47,F,Violent Crime
2022-03-06,22:09,Faridabad,VEHICLE - STOLEN,13,M,Violent Crime
2022-03-06,08:03,Bangalore,KIDNAPPING,54,X,Other Crime
2022-03-06,22:48,Agra,VEHICLE - STOLEN,14,M,Violent Crime
2022-03-06,16:51,Ludhiana,ROBBERY,43,F,Violent Crime
2022-03-06,12:11,Ludhiana,DRUG OFFENSE,22,M,Other Crime
2022-03-06,07:11,Hyderabad,ROBBERY,79,X,Violent Crime
2022-03-06,18:58,Indore,SEXUAL ASSAULT,25,X,Violent Crime
2022-03-06,19:37,Hyderabad,DOMESTIC VIOLENCE,27,F,Violent Crime
2022-04-06,13:08,Ahmedabad,SEXUAL ASSAULT,63,F,Violent Crime
2022-04-06,16:44,Kolkata,DOMESTIC VIOLENCE,69,M,Violent Crime
2022-04-06,22:28,Kolkata,HOMICIDE,35,M,Other Crime
2022-04-06,19:21,Mumbai,BURGLARY,45,M,Other Crime
2022-04-06,13:51,Delhi,CYBERCRIME,12,X,Other Crime
2022-04-06,12:17,Nagpur,BURGLARY,50,F,Other Crime
2022-04-06,07:17,Pune,CYBERCRIME,30,M,Other Crime
2022-04-06,22:42,Bangalore,KIDNAPPING,42,X,Other Crime
2022-04-06,15:03,Patna,DOMESTIC VIOLENCE,53,F,Violent Crime
2022-04-06,20:39,Mumbai,ROBBERY,73,F,Violent Crime
2022-04-06,03:31,Faridabad,KIDNAPPING,55,M,Other Crime
2022-05-06,20:40,Mumbai,HOMICIDE,20,M,Other Crime
2022-05-06,17:14,Delhi,KIDNAPPING,45,M,Other Crime
2022-05-06,06:20,Chennai,ROBBERY,32,M,Violent Crime
2022-05-06,21:55,Thane,HOMICIDE,47,M,Other Crime
2022-05-06,20:39,Bangalore,ASSAULT,39,X,Violent Crime
2022-05-06,08:43,Delhi,ROBBERY,50,F,Violent Crime
2022-05-06,17:53,Bangalore,VEHICLE - STOLEN,24,F,Violent Crime
2022-06-06,21:57,Nagpur,DOMESTIC VIOLENCE,36,F,Violent Crime
2022-06-06,20:29,Bangalore,ROBBERY,63,X,Violent Crime
2022-06-06,15:29,Faridabad,ASSAULT,72,X,Violent Crime
2022-06-06,01:09,Visakhapatnam,DOMESTIC VIOLENCE,55,M,Violent Crime
2022-06-06,17:29,Chennai,VEHICLE - STOLEN,22,M,Violent Crime
2022-06-06,11:26,Bangalore,VEHICLE - STOLEN,73,X,Violent Crime
2022-06-06,19:11,Nagpur,HOMICIDE,42,F,Other Crime
2022-06-06,07:25,Ahmedabad,ASSAULT,47,X,Violent Crime
2022-06-06,22:15,Nagpur,KIDNAPPING,18,F,Other Crime
2022-06-06,08:55,Mumbai,ASSAULT,37,X,Violent Crime
2022-06-06,00:20,Mumbai,KIDNAPPING,16,X,Other Crime
2022-06-06,07:07,Bangalore,HOMICIDE,11,M,Other Crime
2022-07-06,21:45,Delhi,BURGLARY,33,X,Other Crime
2022-07-06,07:44,Pune,ASSAULT,50,X,Violent Crime
2022-07-06,01:20,Kolkata,DOMESTIC VIOLENCE,29,F,Violent Crime
2022-07-06,18:10,Kolkata,DRUG OFFENSE,75,M,Other Crime
2022-07-06,19:33,Chennai,HOMICIDE,23,M,Other Crime
2022-07-06,10:51,Pune,HOMICIDE,34,X,Other Crime
2022-07-06,16:40,Hyderabad,DRUG OFFENSE,38,X,Other Crime
2022-07-06,15:20,Mumbai,ASSAULT,24,X,Violent Crime
2022-07-06,17:17,Delhi,SEXUAL ASSAULT,66,M,Violent Crime
2022-07-06,02:41,Kolkata,SEXUAL ASSAULT,22,M,Violent Crime
2022-07-06,13:14,Chennai,ASSAULT,56,X,Violent Crime
2022-07-06,22:18,Surat,BURGLARY,10,M,Other Crime
2022-07-06,05:58,Pune,DOMESTIC VIOLENCE,51,M,Violent Crime
2022-07-06,13:22,Hyderabad,VEHICLE - STOLEN,63,F,Violent Crime
2022-07-06,07:07,Hyderabad,CYBERCRIME,31,F,Other Crime
2022-08-06,15:40,Hyderabad,BURGLARY,13,X,Other Crime
2022-08-06,03:46,Chennai,BURGLARY,78,F,Other Crime
2022-08-06,11:21,Pune,CYBERCRIME,35,X,Other Crime
2022-08-06,19:32,Agra,SEXUAL ASSAULT,74,X,Violent Crime
2022-08-06,06:45,Ahmedabad,KIDNAPPING,27,F,Other Crime
2022-08-06,05:49,Ghaziabad,ROBBERY,27,X,Violent Crime
2022-08-06,22:15,Jaipur,CYBERCRIME,39,M,Other Crime
2022-08-06,16:34,Ahmedabad,CYBERCRIME,48,X,Other Crime
2022-08-06,04:12,Delhi,DRUG OFFENSE,23,M,Other Crime
2022-08-06,13:09,Mumbai,BURGLARY,16,M,Other Crime
2022-08-06,16:37,Hyderabad,HOMICIDE,27,F,Other Crime
2022-09-06,23:54,Meerut,CYBERCRIME,68,F,Other Crime
2022-09-06,02:15,Bangalore,KIDNAPPING,19,M,Other Crime
2022-09-06,07:18,Nashik,DOMESTIC VIOLENCE,43,X,Violent Crime
2022-09-06,20:32,Kolkata,CYBERCRIME,24,M,Other Crime
2022-09-06,07:08,Surat,DOMESTIC VIOLENCE,63,M,Violent Crime
2022-09-06,11:21,Ludhiana,ASSAULT,28,X,Violent Crime
2022-09-06,20:45,Hyderabad,DRUG OFFENSE,78,F,Other Crime
2022-09-06,11:24,Pune,KIDNAPPING,10,M,Other Crime
2022-09-06,00:26,Patna,DOMESTIC VIOLENCE,79,X,Violent Crime
2022-09-06,15:03,Kolkata,SEXUAL ASSAULT,34,X,Violent Crime
2022-10-06,01:32,Lucknow,ROBBERY,50,X,Violent Crime
2022-10-06,06:06,Delhi,DRUG OFFENSE,49,F,Other Crime
2022-10-06,09:38,Hyderabad,ASSAULT,14,F,Violent Crime
2022-10-06,21:32,Ahmedabad,ASSAULT,40,X,Violent Crime
2022-10-06,06:12,Delhi,KIDNAPPING,32,X,Other Crime
2022-10-06,15:12,Delhi,HOMICIDE,34,X,Other Crime
2022-10-06,01:06,Kalyan,DOMESTIC VIOLENCE,46,F,Violent Crime
2022-10-06,16:04,Mumbai,ROBBERY,47,F,Violent Crime
2022-10-06,04:46,Hyderabad,CYBERCRIME,62,F,Other Crime
2022-10-06,00:06,Jaipur,VEHICLE - STOLEN,63,F,Violent Crime
2022-10-06,03:13,Pune,CYBERCRIME,26,M,Other Crime
2022-10-06,03:32,Mumbai,BURGLARY,50,X,Other Crime
2022-10-06,23:43,Mumbai,DOMESTIC VIOLENCE,19,M,Violent Crime
2022-10-06,17:04,Ahmedabad,CYBERCRIME,68,X,Other Crime
2022-10-06,09:39,Faridabad,DRUG OFFENSE,58,M,Other Crime
2022-11-06,07:04,Nagpur,SEXUAL ASSAULT,34,X,Violent Crime
2022-11-06,06:09,Mumbai,ROBBERY,57,F,Violent Crime
2022-11-06,02:35,Pune,DOMESTIC VIOLENCE,20,X,Violent Crime
2022-11-06,23:01,Delhi,SEXUAL ASSAULT,60,F,Violent Crime
2022-11-06,23:57,Mumbai,BURGLARY,27,F,Other Crime
2022-11-06,13:31,Mumbai,CYBERCRIME,33,M,Other Crime
2022-11-06,16:13,Delhi,BURGLARY,14,F,Other Crime
2022-11-06,16:22,Surat,DRUG OFFENSE,23,X,Other Crime
2022-11-06,03:45,Ahmedabad,ROBBERY,67,M,Violent Crime
2022-11-06,19:32,Mumbai,ASSAULT,54,X,Violent Crime
2022-11-06,19:44,Ludhiana,CYBERCRIME,14,F,Other Crime
2022-12-06,18:48,Visakhapatnam,VEHICLE - STOLEN,32,X,Violent Crime
2022-12-06,09:06,Chennai,CYBERCRIME,41,F,Other Crime
2022-12-06,23:54,Mumbai,DRUG OFFENSE,41,M,Other Crime
2022-12-06,19:33,Bangalore,VEHICLE - STOLEN,78,X,Violent Crime
2022-12-06,17:00,Jaipur,DRUG OFFENSE,69,F,Other Crime
2022-12-06,00:28,Thane,KIDNAPPING,30,F,Other Crime
2022-12-06,07:20,Bangalore,BURGLARY,23,F,Other Crime
2022-12-06,08:41,Faridabad,SEXUAL ASSAULT,74,M,Violent Crime
2022-12-06,07:24,Mumbai,DOMESTIC VIOLENCE,51,M,Violent Crime
2022-12-06,23:50,Pune,VEHICLE - STOLEN,22,X,Violent Crime
2022-12-06,04:11,Pune,DOMESTIC VIOLENCE,27,X,Violent Crime
2022-12-06,23:36,Chennai,ROBBERY,42,M,Violent Crime
2022-12-06,10:27,Rajkot,HOMICIDE,34,F,Other Crime
2022-12-06,18:41,Ahmedabad,DOMESTIC VIOLENCE,19,X,Violent Crime
2022-01-07,11:45,Mumbai,DRUG OFFENSE,65,M,Other Crime
2022-01-07,23:07,Ahmedabad,ROBBERY,79,X,Violent Crime
2022-01-07,21:42,Delhi,DRUG OFFENSE,14,M,Other Crime
2022-01-07,04:53,Kanpur,KIDNAPPING,61,X,Other Crime
2022-01-07,00:14,Chennai,VEHICLE - STOLEN,52,F,Violent Crime
2022-01-07,11:43,Delhi,BURGLARY,65,X,Other Crime
2022-01-07,02:37,Nagpur,KIDNAPPING,64,M,Other Crime
2022-01-07,10:34,Delhi,VEHICLE - STOLEN,73,X,Violent Crime
2022-01-07,22:20,Jaipur,CYBERCRIME,68,M,Other Crime
2022-01-07,19:35,Mumbai,DOMESTIC VIOLENCE,69,X,Violent Crime
2022-01-07,07:24,Surat,ROBBERY,64,F,Violent Crime
2022-01-07,22:40,Lucknow,HOMICIDE,63,F,Other Crime
2022-01-07,11:13,Delhi,DRUG OFFENSE,32,X,Other Crime
2022-02-07,15:56,Kanpur,ROBBERY,79,M,Violent Crime
2022-02-07,08:17,Delhi,BURGLARY,32,X,Other Crime
2022-02-07,14:42,Mumbai,BURGLARY,42,M,Other Crime
2022-02-07,14:33,Chennai,ROBBERY,23,F,Violent Crime
2022-02-07,09:10,Pune,DRUG OFFENSE,44,F,Other Crime
2022-02-07,07:29,Mumbai,BURGLARY,34,X,Other Crime
2022-02-07,20:46,Mumbai,SEXUAL ASSAULT,78,F,Violent Crime
2022-02-07,17:52,Kanpur,DRUG OFFENSE,14,M,Other Crime
2022-02-07,14:49,Mumbai,CYBERCRIME,56,X,Other Crime
2022-02-07,02:52,Ludhiana,BURGLARY,73,F,Other Crime
2022-02-07,11:38,Agra,BURGLARY,18,M,Other Crime
2022-02-07,08:15,Delhi,ROBBERY,68,X,Violent Crime
2022-02-07,11:40,Bangalore,ROBBERY,54,X,Violent Crime
2022-03-07,16:40,Kolkata,SEXUAL ASSAULT,64,M,Violent Crime
2022-03-07,17:29,Jaipur,KIDNAPPING,53,F,Other Crime
2022-03-07,06:05,Bhopal,SEXUAL ASSAULT,47,X,Violent Crime
2022-03-07,01:14,Delhi,CYBERCRIME,45,F,Other Crime
2022-03-07,02:27,Mumbai,KIDNAPPING,59,X,Other Crime
2022-03-07,13:38,Chennai,HOMICIDE,34,X,Other Crime
2022-03-07,20:28,Ludhiana,DOMESTIC VIOLENCE,66,F,Violent Crime
2022-03-07,09:28,Pune,HOMICIDE,46,X,Other Crime
2022-03-07,01:22,Rajkot,DOMESTIC VIOLENCE,30,M,Violent Crime
2022-03-07,02:29,Hyderabad,DOMESTIC VIOLENCE,52,X,Violent Crime
2022-03-07,15:19,Mumbai,ASSAULT,74,F,Violent Crime
2022-03-07,23:55,Hyderabad,VEHICLE - STOLEN,68,M,Violent Crime
2022-03-07,12:32,Indore,ROBBERY,63,F,Violent Crime
2022-04-07,08:08,Delhi,VEHICLE - STOLEN,51,M,Violent Crime
2022-04-07,02:06,Kolkata,DOMESTIC VIOLENCE,73,F,Violent Crime
2022-04-07,05:58,Delhi,HOMICIDE,59,F,Other Crime
2022-04-07,17:21,Nagpur,DRUG OFFENSE,36,X,Other Crime
2022-04-07,23:43,Mumbai,DOMESTIC VIOLENCE,40,F,Violent Crime
2022-04-07,17:02,Bangalore,ASSAULT,26,X,Violent Crime
2022-04-07,16:18,Bangalore,ROBBERY,19,F,Violent Crime
